No,학년,학수번호,과목분야,교과번호,"이수
구분","과목
번호",교과목명,영문교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공","제청
학부(과)/전공","개설
학부(과)/전공",강의요시/강의실,담당교수,"강의비율
대면:녹화:실시간","수업
유형","캡스톤
(ABF제
적용)","NCS
(ABF제
적용)","패스
과목","원어
강의","원어
유형","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",영역,합반
669,9,BKSA66037,KORE,0109103,기교,1389,한국어독해,KOREAN READING COMPREHENSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 화01-06(교육107), 정경화,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
670,9,BKSA66037,KORE,0109103,기교,1390,한국어독해,KOREAN READING COMPREHENSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 화01-06(교육108), 황혜란,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
671,9,BKSA66037,KORE,0109103,기교,1391,한국어독해,KOREAN READING COMPREHENSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 화01-06(교육204), 장유진,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
672,9,BKSA66037,KORE,0109103,기교,1392,한국어독해,KOREAN READING COMPREHENSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 화01-06(교육205), 이영희,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
673,9,BKSA66037,KORE,0109103,기교,1393,한국어독해,KOREAN READING COMPREHENSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 화01-06(교육206), 이윤정,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
674,9,BKSA66037,KORE,0109103,기교,1394,한국어독해,KOREAN READING COMPREHENSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 화13-18(교육204), 조현주,100:0:0,,0,0,,0,,45,45,0,45,,이론+실습,일반,교양한국어,0
675,9,BKSA66037,KORE,0109103,기교,1395,한국어독해,KOREAN READING COMPREHENSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 화13-18(교육205), 황혜란,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
676,9,BKSA66037,KORE,0109103,기교,1396,한국어독해,KOREAN READING COMPREHENSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 화13-18(교육206), 이윤정,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
677,9,BKSA66038,KORE,0109104,기교,1398,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수01-06(교육106), 김미영,93.8:6.3:0,,0,0,,,,82,82,0,90,,이론+실습,일반,교양한국어,0
678,9,BKSA66038,KORE,0109104,기교,1399,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수01-06(교육107), 엄화선,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
679,9,BKSA66038,KORE,0109104,기교,1400,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수01-06(교육108), 이미연,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
680,9,BKSA66038,KORE,0109104,기교,1401,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수01-06(교육204), 황진,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
681,9,BKSA66038,KORE,0109104,기교,1402,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수01-06(교육205), 이지윤,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
682,9,BKSA66038,KORE,0109104,기교,1403,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수01-06(교육206), 최유미,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
683,9,BKSA66038,KORE,0109104,기교,1404,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수13-18(교육204), 이연주,100:0:0,,0,0,,0,,42,42,0,45,,이론+실습,일반,교양한국어,0
684,9,BKSA66038,KORE,0109104,기교,1405,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수13-18(교육205), 류은정,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
685,9,BKSA66038,KORE,0109104,기교,1406,한국어작문,KOREAN COMPOSITION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수13-18(교육206), 김채원,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
686,9,BKSA66039,KORE,0109105,기교,1408,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월01-06(교육106), 김미영,100:0:0,,0,0,,0,,63,63,0,90,,이론+실습,일반,교양한국어,0
687,9,BKSA66039,KORE,0109105,기교,1409,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월01-06(교육107), 엄화선,100:0:0,,0,0,,0,,0,0,0,0,,이론+실습,일반,교양한국어,0
688,9,BKSA66039,KORE,0109105,기교,1410,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월01-06(교육108), 황진,100:0:0,,0,0,,0,,0,0,0,0,,이론+실습,일반,교양한국어,0
689,9,BKSA66039,KORE,0109105,기교,1411,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월01-06(교육204), 조현주,100:0:0,,0,0,,0,,0,0,0,0,,이론+실습,일반,교양한국어,0
690,9,BKSA66039,KORE,0109105,기교,1412,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월01-06(교육205), 유승원,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
691,9,BKSA66039,KORE,0109105,기교,1413,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월01-06(교육206), 염필은,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
692,9,BKSA66039,KORE,0109105,기교,1414,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월13-18(교육204), 이선민,100:0:0,,0,0,,,,53,53,0,60,,이론+실습,일반,교양한국어,0
693,9,BKSA66039,KORE,0109105,기교,1415,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월13-18(교육205), 류은정,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
694,9,BKSA66039,KORE,0109105,기교,1416,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월13-18(교육206), 김나경,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
695,9,BKSA66039,KORE,0109105,기교,1417,한국어발표와토론,KOREAN PRESENTATION AND DISCUSSION,,2024학년도 이후에 입학한 유학생만 수강 가능,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 월13-18(교육106), 김채원,100:0:0,,0,0,,,,0,0,0,0,,이론+실습,일반,교양한국어,0
696,9,BKSA66040,AREA,1101102,기교,1418,한국현대사회의이해,UNDERSTANDING KOREAN MODERN SOCIETY,,2024학년도 이후에 입학한 유학생 전용 기초교양,3.0,3.0, 전체,국제교양교육센터,상허교양대학, 수07-12(산학106), 박대훈,87.5:12.5:0,,0,0,,,,51,51,0,80,,이론,일반,인문사회문화,0
697,9,BKSA66041,ANTH,0100103,기교,1419,한국현대문화예술의이해,UNDERSTANDING KOREAN MODERN CULTURE AND ARTS,,2024학년도 이후에 입학한 유학생 전용 기초교양,3.0,3.0, 전체,국제교양교육센터,상허교양대학," 월05-07(산학214), 화05-07(산학214)", 김홍태,100:0:0,,0,0,,,,57,57,0,80,,이론,일반,인문사회문화,0
698,9,BKSA66042,PHIL,0109104,기교,1420,다양성과글로벌리더십,DIVERSITY AND GLOBAL LEADERSHIP,,"2024학년도 이후에 입학한 유학생만 수강 가능, 토론식 강의",3.0,3.0, 전체,국제교양교육센터,상허교양대학, 목13-18(상허관106)," 신인섭, 이진형, 김태희, 김주영",100:0:0,토론식강의,0,0,,0,,60,60,0,60,,이론,일반,다양성과포용,0
699,9,BKSA39797,EDUC,1116103,기교,1421,창조적사고와표현,CREATIVE THINKING @ EXPRESSION,,,3.0,3.0, 전체,상허교양대학,상허교양대학, 금07-12(산학216), 김정은,100:0:0,,0,0,,,,13,13,0,35,,이론+실습,일반,글쓰기,0
700,9,BKSA10929,ECON,1004103,심교,1500,경제통합과세계화,ECONOMIC INTEGRATION AND GLOBALISM,,,2.0,2.0, 전체,국제무역학과,상허교양대학, 수09-12(종강210), 박기임,100:0:0,,0,0,,0,,34,34,0,80,,이론,일반,글로벌인재양성,0
701,9,BKSA10936,ENGL,0100107,심교,1501,고급영문독해,ADVANCED ENGLISH READING,,원어강의(영어),2.0,2.0, 전체,영어영문학과,상허교양대학, 금09-12(산학202), 조지,87.5:12.5:0,,0,0,,1,영어,25,25,0,40,,이론,일반,학문소양및인성함양,0
702,9,BKSA10962,EDUC,0101101,심교,1502,교육과인간,EDUCATION AND HUMAN,,토론식수업,2.0,2.0, 전체,교육공학과,상허교양대학, 화03-06(종강113), 주민호,100:0:0,토론식강의,0,0,,0,,47,47,0,48,,이론,일반,사고력증진,0
703,9,BKSA10999,PHIL,0105103,심교,1503,논리와사고,LOGIC & THOUGHT,,,2.0,2.0, 전체,철학과,상허교양대학, 금05-08(산학215), 김화성,100:0:0,,0,0,,,,64,64,0,80,,이론,일반,글로벌인재양성,0
704,9,BKSA11005,LIFE,0301101,심교,1504,대중소비사회와소비자교육,MASS CONSUMPTION SOCIETY AND CONSUMER EDUCATION,,,2.0,2.0, 전체,상허교양대학,상허교양대학, 화19-20(온라인(녹화))(e-러닝), 김시월,0:100:0,,0,0,,,,598,598,0,600,,이론,e-러닝(녹화),글로벌인재양성,0
705,9,BKSA11026,PHIL,0301105,심교,1506,동양의지혜,WISDOM OF THE ORIENT,,,2.0,2.0, 전체,철학과,상허교양대학, 금05-08(종강204), 서세영,100:0:0,,0,0,,,,58,58,0,70,,이론,일반,글로벌인재양성,0
706,9,BKSA11032,AREA,2101101,심교,1507,러시아문화기행,RESEARCH FOR RUSSIAN CULTURE ,,,2.0,2.0, 전체,상허교양대학,상허교양대학, 월01-04(산학222), 전병국,100:0:0,,0,0,,,,8,8,0,55,,이론,일반,글로벌인재양성,0
707,9,BKSA11036,DANC,0000101,심교,1508,레저스포츠(스포츠댄스),LEISURE SPORTS(SPORTDANCE),,,2.0,2.0, 전체,체육교육과,상허교양대학, 금05-08(체육관206), 진현주,100:0:0,,0,0,,,,40,40,0,40,,이론+실습,일반,학문소양및인성함양,0
708,9,BKSA11040,POLI,0105102,심교,1509,매스미디어론,STUDY ON MASS MEDIA,,,2.0,2.0, 전체,정치외교학과,상허교양대학, 화09-12(상허관123), 정성은,100:0:0,,0,0,,0,,79,79,0,80,,이론,일반,글로벌인재양성,0
709,9,BKSA11040,POLI,0105102,심교,1510,매스미디어론,STUDY ON MASS MEDIA,,,2.0,2.0, 전체,정치외교학과,상허교양대학, 화13-16(상허관123), 정성은,100:0:0,,0,0,,0,,80,80,0,80,,이론,일반,글로벌인재양성,0
710,9,BKSA11044,KORE,0206106,심교,1511,문학과사회,LITERATURE & SOCIETY,,,2.0,2.0, 전체,상허교양대학,상허교양대학, 수09-12(종강202), 김진기,100:0:0,,0,0,,,,17,17,0,80,,이론+실습,일반,글로벌인재양성,0
711,9,BKSA11058,CHIN,0100101,심교,1512,문화중국어,CULTURAL CHINESE,,,2.0,2.0, 전체,중어중문학과,상허교양대학, 목09-12(산학212), 정중석,100:0:0,,0,0,,0,,32,32,0,32,,이론,일반,학문소양및인성함양,0
712,9,BKSA11071,SCIE,1300102,심교,1513,발명과특허,INVENTION AND PATENT,,,2.0,2.0, 전체,상허교양대학,상허교양대학,(e-러닝), 정연덕,0:100:0,,0,0,,,,594,594,0,600,,이론,e-러닝(녹화),사고력증진,0
713,9,BKSA11107,LIFE,0900101,심교,1515,생활과공간,HUMAN LIFE & LIVING SPACE,,,2.0,2.0, 전체,건축학부,상허교양대학, 월13-16(종강201), 김진영,75:25:0,,0,0,,,,80,80,0,80,,이론,일반,학문소양및인성함양,0
714,9,BKSA11111,AGRI,0599102,심교,1516,생활과원예,HUMAN LIFE & HORTICULTURE,,,2.0,2.0, 전체,환경보건과학과,상허교양대학, 화05-08(종강201), 류명화,100:0:0,,0,0,,,,77,77,0,80,,이론,일반,사고력증진,0
715,9,BKSA11118,LAW ,0100104,심교,1517,생활법률,LIVING LAW,,,2.0,2.0, 전체,상허교양대학,상허교양대학, 목13-16(종강201), 황도수,100:0:0,,0,0,,,,53,53,0,80,,이론,일반,글로벌인재양성,0
716,9,BKSA11118,LAW ,0100104,심교,1518,생활법률,LIVING LAW,,,2.0,2.0, 전체,상허교양대학,상허교양대학, 금13-16(종강204), 황도수,100:0:0,,0,0,,,,22,22,0,70,,이론,일반,글로벌인재양성,0
717,9,BKSA11125,KINE,0000101,심교,1519,생활스포츠(볼링),LIVING SPORTS(BOWLING),,,2.0,2.0, 전체,체육교육과,상허교양대학, 수09-12(체육관116), 황혜정,100:0:0,,0,0,,,,40,40,0,40,,이론+실습,일반,학문소양및인성함양,0
718,9,BKSA11143,OHUM,0000124,심교,1520,성과문학,SEXUALITY AND LITERATURE,,,2.0,2.0, 전체,문화콘텐츠학과,상허교양대학, 목13-16(산학215), 김윤아,100:0:0,,0,0,,0,,26,26,0,80,,이론,일반,글로벌인재양성,0
719,9,BKSA11166,LIFE,0500101,심교,1521,식생활과건강,DIETARY LIFE & HEALTH,,,2.0,2.0, 전체,동물자원과학과,상허교양대학, 수13-16(종강202), 신재형,100:0:0,,0,0,,,,79,79,0,80,,이론,일반,사고력증진,0
720,9,BKSA11166,LIFE,0500101,심교,1522,식생활과건강,DIETARY LIFE & HEALTH,,"신산업융합학과, K뷰티산업융합학과만 수강 가능",2.0,2.0," 신산업융합학과, K뷰티산업융합학과",동물자원과학과,상허교양대학, 화22-23(종강203), 신재형,100:0:0,,0,0,,0,,38,38,0,80,,이론,일반,사고력증진,0
721,9,BKSA11170,OHUM,0000126,심교,1523,신화와영화,MYTHOLOGY AND MOVIES,,,2.0,2.0, 전체,문화콘텐츠학과,상허교양대학, 화09-12(산학215), 김윤아,100:0:0,,0,0,,,,26,26,0,80,,이론,일반,글로벌인재양성,0
722,9,BKSA11170,OHUM,0000126,심교,1524,신화와영화,MYTHOLOGY AND MOVIES,,,2.0,2.0, 전체,문화콘텐츠학과,상허교양대학, 목05-08(산학215), 김윤아,100:0:0,,0,0,,,,23,23,0,80,,이론,일반,글로벌인재양성,0
723,9,BKSA11172,PHIL,0100102,심교,1525,신화와철학,FROM MYTHOS TO PHILOSOPHY,,,2.0,2.0, 전체,철학과,상허교양대학, 수09-12(종강204), 김길수,93.8:6.3:0,,0,0,,,,70,70,0,70,,이론,일반,글로벌인재양성,0
724,9,BKSA11172,PHIL,0100102,심교,1526,신화와철학,FROM MYTHOS TO PHILOSOPHY,,,2.0,2.0, 전체,철학과,상허교양대학, 목09-12(종강210), 김길수,100:0:0,,0,0,,,,80,80,0,80,,이론,일반,글로벌인재양성,0
725,9,BKSA11195,AREA,2204101,심교,1527,알프스지역전설과요들송,THE ALPS-REGIONAL CULTURE : LEGENDS AND YODEL SONGS,,,2.0,2.0, 전체,문화콘텐츠학과,상허교양대학,(e-러닝), 정광흠,0:100:0,,0,0,,,,598,598,0,600,,이론,e-러닝(녹화),글로벌인재양성,0
726,9,BKSA11201,KINE,0104101,심교,1528,야외스포츠(골프),OUTDOOR SPORTS(GOLF),,,2.0,2.0, 전체,체육교육과,상허교양대학, 수01-04(체육관116), 류종욱,100:0:0,,0,0,,0,,33,33,0,33,,이론+실습,일반,학문소양및인성함양,0
727,9,BKSA11201,KINE,0104101,심교,1529,야외스포츠(골프),OUTDOOR SPORTS(GOLF),,,2.0,2.0, 전체,체육교육과,상허교양대학, 수07-10(체육관116), 신석환,100:0:0,,0,0,,0,,27,27,0,27,,이론+실습,일반,학문소양및인성함양,0
728,9,BKSA11221,KINE,1400101,심교,1530,영양과생활,MUTRITION AND LIFE,,,2.0,2.0, 전체,체육교육과,상허교양대학, 화05-08(종강208), 황혜정,100:0:0,,0,0,,0,,80,80,0,80,,이론,일반,학문소양및인성함양,0
729,9,BKSA11225,PHIL,0199104,심교,1531,영화로철학하기,PHILOSOPHY VIA MOVIES,,,2.0,2.0, 전체,철학과,상허교양대학, 목09-12(산학214), 조은평,100:0:0,,0,0,,,,80,80,0,80,,이론,일반,사고력증진,0
730,9,BKSA11226,ENGL,0100106,심교,1532,영화영어,ENGLISH THROUGH FILMS,,,2.0,2.0, 전체,영어영문학과,상허교양대학, 화09-12(산학217), 션패트릭스토리,100:0:0,,0,0,,1,영어,40,40,0,40,,이론,일반,학문소양및인성함양,0
731,9,BKSA11259,BUSI,0600111,심교,1533,인터넷마케팅,INTERNET MARKETING,,,2.0,2.0, 전체,국제무역학과,상허교양대학, 목05-08(종강210), 남경두,100:0:0,,0,0,,,,15,15,0,600,,이론,일반,사고력증진,0
732,9,BKSA11259,BUSI,0600111,심교,1534,인터넷마케팅,INTERNET MARKETING,,유학생만 수강가능,2.0,2.0, 전체,국제무역학과,상허교양대학, 수05-08(종강204), 이동열,100:0:0,,0,0,,,,44,44,0,70,,이론,일반,사고력증진,0
733,9,BKSA11264,JAPA,0207101,심교,1535,일본문화의이해,COMPREHENSION OF JAPANESE CULTURE,,,2.0,2.0, 전체,일어교육과,상허교양대학, 화09-12(종강203), 이수경,100:0:0,,0,0,,,,80,80,0,80,,이론,일반,글로벌인재양성,0
734,9,BKSA11264,JAPA,0207101,심교,1536,일본문화의이해,COMPREHENSION OF JAPANESE CULTURE,,,2.0,2.0, 전체,일어교육과,상허교양대학, 목13-16(종강202), 이수경,100:0:0,,0,0,,,,80,80,0,80,,이론,일반,글로벌인재양성,0
735,9,BKSA11291,CHIN,0212104,심교,1537,중국문화와중국문자,THE CHINESE CULTURE AND CHARACTER,,,2.0,2.0, 전체,중어중문학과,상허교양대학,(e-러닝), 정수국,0:100:0,,0,0,,,,598,598,0,600,,이론,e-러닝(녹화),글로벌인재양성,0
736,9,BKSA11303,JAPA,0300105,심교,1538,중급일본어,INTERMEDIATE JAPANESE,,,2.0,2.0, 전체,일어교육과,상허교양대학, 월05-08(산학218), 최혜정,100:0:0,,0,0,,0,,21,21,0,40,,이론,일반,학문소양및인성함양,0
737,9,BKSA11336,JAPA,0300102,심교,1539,초급일본어회화1,ELEMENTARY JAPANESE CONVERSATION 1,,,2.0,2.0, 전체,일어교육과,상허교양대학, 월09-12(산학218), 최혜정,56.3:43.8:0,,0,0,,,,40,40,0,40,,이론,B-러닝(녹화+대면),학문소양및인성함양,0
738,9,BKSA11337,JAPA,0300104,심교,1540,초급일본어회화2,ELEMENTARY JAPANESE CONVERSATION 2,,,2.0,2.0, 전체,일어교육과,상허교양대학, 화01-04(산학218), 최혜정,43.8:56.3:0,,0,0,,,,38,38,0,40,,이론,B-러닝(녹화+대면),학문소양및인성함양,0
739,9,BKSA11344,COMP,0000108,심교,1541,컴퓨터의이해,COMPREHENSION OF COMPUTER,,,2.0,2.0, 전체,컴퓨터공학부,상허교양대학, 수09-12(종강208), 김의찬,93.8:6.3:0,,0,0,,,,62,62,0,80,,이론,일반,사고력증진,0
740,9,BKSA11349,STAT,0000105,심교,1542,통계학의이해,INTRODUCTORY STATISTICS,,,2.0,2.0, 전체,응용통계학과,상허교양대학, 월05-08(종강208), 정희원,100:0:0,,0,0,,,,78,78,0,80,,이론,일반,사고력증진,0
741,9,BKSA11355,ECON,1003108,심교,1543,한국경제의이해,COMPREHENSION OF KOREAN ECONOMY,,,2.0,2.0, 전체,경제학과,상허교양대학, 수09-12(산학215), 최윤식,100:0:0,,0,0,,,,80,80,0,80,,이론,일반,글로벌인재양성,0
742,9,BKSA11377,PADM,0100104,심교,1544,한국행정의이해,INTRODUCTION TO KOREAN PUBLIC ADMINISTRATION,,,2.0,2.0, 전체,행정학과,상허교양대학, (e-러닝), 강황선,0:100:0,,0,0,,,,355,355,0,600,,이론,e-러닝(녹화),글로벌인재양성,0
743,9,BKSA11410,PSYC,1400101,심교,1545,현대인과정신건강,MODERNS AND MENTAL HEALTH,,,2.0,2.0, 전체,철학과,상허교양대학, 월05-08(종강210), 이은주,100:0:0,,0,0,,0,,80,80,0,80,,이론,일반,학문소양및인성함양,0
744,9,BKSA11410,PSYC,1400101,심교,1546,현대인과정신건강,MODERNS AND MENTAL HEALTH,,"신산업융합학과, K뷰티산업융합학과만 수강 가능",2.0,2.0," 신산업융합학과, K뷰티산업융합학과",철학과,상허교양대학, 목22-23(종강202), 강윤희,31.3:56.3:12.5,,0,0,,0,,75,75,0,80,,이론,B-러닝(실시간+녹화+대면),학문소양및인성함양,0
745,9,BKSA11410,PSYC,1400101,심교,1547,현대인과정신건강,MODERNS AND MENTAL HEALTH,,,2.0,2.0, 전체,철학과,상허교양대학, 수13-16(산학215), 이승진,31.3:68.8:0,,0,0,,0,,79,79,0,80,,이론,B-러닝(녹화+대면),학문소양및인성함양,0
746,9,BKSA11411,KINE,1300101,심교,1548,현대인의다이어트,MODERN PEOPLE DIET,,,2.0,2.0, 전체,체육교육과,상허교양대학, 화09-12(종강201), 김지수,100:0:0,,0,0,,,,78,78,0,80,,이론,일반,학문소양및인성함양,0
747,9,BKSA11411,KINE,1300101,심교,1549,현대인의다이어트,MODERN PEOPLE DIET,,,2.0,2.0, 전체,체육교육과,상허교양대학, 목09-12(종강202), 김지수,100:0:0,,0,0,,,,80,80,0,80,,이론,일반,학문소양및인성함양,0
748,9,BKSA11433,EDUC,0400101,심교,1551,TECHNICAL COMMUNICATION,TECHNICAL COMMUNICATION,,토론식수업,2.0,2.0, 전체,교육공학과,상허교양대학, 목05-08(상허관320), 이종연,100:0:0,토론식강의,0,0,,0,,80,80,0,80,,이론,일반,학문소양및인성함양,0
749,9,BKSA39515,PHIL,0199105,심교,1552,삶과죽음의철학,PHILOSOPHY OF LIFE AND DEATH,,,2.0,2.0, 전체,철학과,상허교양대학, 금09-12(종강204), 서세영,100:0:0,,0,0,,,,64,64,0,70,,이론,일반,글로벌인재양성,0
750,9,BKSA39782,LING,0100102,심교,1553,한국어인증실습,PRACTICE ON KOREAN LINGUISTIC ACKNOWLEDGEMENT,,"시험은 8주차, 16주차 일요일 오후 8시부터 8시 50분에 실시간으로 진행됩니다. ",2.0,2.0, 전체,국어국문학과,상허교양대학,(e-러닝), 박혜란,0:100:0,,0,0,,0,,570,570,0,600,,이론,e-러닝(녹화),학문소양및인성함양,0
751,9,BKSA39785,LITE,1300103,심교,1554,이야기와인간관계,STORY AND HUMAN RELATIONSHIPS,,,2.0,2.0, 전체,국어국문학과,상허교양대학, 목05-08(종강208), 김정은,75:25:0,,0,0,,,,80,80,0,80,,이론,일반,학문소양및인성함양,0
752,9,BKSA39786,LITE,1500102,심교,1555,문학과영상,LITERATURE AND IMAGES,,,2.0,2.0, 전체,국어국문학과,상허교양대학, 수09-12(종강201), 박재인,100:0:0,,0,0,,,,79,79,0,80,,이론,일반,글로벌인재양성,0
753,9,BKSA39786,LITE,1500102,심교,1556,문학과영상,LITERATURE AND IMAGES,,,2.0,2.0, 전체,국어국문학과,상허교양대학, 목09-12(종강201), 박재인,100:0:0,,0,0,,,,80,80,0,80,,이론,일반,글로벌인재양성,0
754,9,BKSA39810,LITE,0700103,심교,1557,문학예술의심리학,PSYCHOLOGY OF LITERARY ART,,,2.0,2.0, 전체,국어국문학과,상허교양대학, (e-러닝), 김영관,0:100:0,,0,0,,,,597,597,0,600,,이론,e-러닝(녹화),글로벌인재양성,0
755,9,BKSA40063,JOUR,0202103,심교,1558,언론실무전략,MEDIA PRACTICE STRATEGY,,,2.0,2.0, 전체,미디어커뮤니케이션학과,상허교양대학, 수13-16(종강210), 동세호,37.5:62.5:0,,0,0,Y,,,79,79,0,80,,이론,B-러닝(녹화+대면),글로벌인재양성,0
756,9,BKSA40063,JOUR,0202103,심교,1559,언론실무전략,MEDIA PRACTICE STRATEGY,,"신산업융합학과, K뷰티산업융합학과만 수강 가능",2.0,2.0," 신산업융합학과, K뷰티산업융합학과",미디어커뮤니케이션학과,상허교양대학, 목22-23(종강204), 류재복,100:0:0,,0,0,Y,0,,30,30,0,30,,이론,일반,글로벌인재양성,0
757,9,BKSA40082,KINE,1300102,심교,1560,생활건강,HEALTH OF LIFE ,,,2.0,2.0, 전체,체육교육과,상허교양대학, 수13-16(종강203), 임유환,87.5:12.5:0,,0,0,,,,80,80,0,80,,이론,일반,학문소양및인성함양,0
758,9,BKSA40082,KINE,1300102,심교,1561,생활건강,HEALTH OF LIFE ,,,2.0,2.0, 전체,체육교육과,상허교양대학, 월09-12(종강204), 배준현,100:0:0,,0,0,,,,70,70,0,70,,이론,일반,학문소양및인성함양,0
759,9,BKSA40082,KINE,1300102,심교,1562,생활건강,HEALTH OF LIFE ,,,2.0,2.0, 전체,체육교육과,상허교양대학, 화09-12(종강208), 배준현,100:0:0,,0,0,,,,67,67,0,80,,이론,일반,학문소양및인성함양,0
760,9,BKSA45302,HIST,0200108,심교,1563,서울의역사와문화,CULTURE AND HISTORY OF SEOUL,,,2.0,2.0, 전체,사학과,상허교양대학,(e-러닝), 김형근,0:100:0,,0,0,,1,영어,598,598,0,600,,이론,e-러닝(녹화),글로벌인재양성,0
761,9,BKSA45308,POLI,0500103,심교,1564,세계속의한국,KOREA AND THE WORLD,,,2.0,2.0, 전체,정치외교학과,상허교양대학, 월05-08(상허관324), 장보원,100:0:0,,0,0,,0,,80,80,0,80,,이론,일반,글로벌인재양성,0
